Date,Total_Value_At_Close,Cash_At_Open
7/30/2025,112570.836,112798.396
7/31/2025,111229.415,112570.836
8/1/2025,109777.218,111229.415
8/4/2025,111458.524,109777.218
8/5/2025,111016.526,111458.524
8/6/2025,110642.524,111016.526
8/7/2025,110354.062,110642.524
8/8/2025,110476.984,110354.062
8/11/2025,110159.824,110476.984
8/12/2025,111563.806,110159.824
8/13/2025,112314.639,111563.806
8/14/2025,111299.815,112314.639
8/15/2025,110717.943,111299.815
8/18/2025,110573.717,110717.943
8/19/2025,110662.395,110573.717
8/20/2025,109945.715,110662.395
8/21/2025,109512.723,109945.715
8/22/2025,111546.082,109512.723
8/25/2025,111080.675,111546.082
8/26/2025,110998.172,111080.675
8/27/2025,111353.385,110998.172
8/28/2025,111618.342,111353.385
8/29/2025,111501.635,111618.342
9/2/2025,111494.416,111501.635
9/3/2025,111765.446,111494.416
9/4/2025,112566.335,111765.446
9/5/2025,113032.436,112566.335
9/8/2025,113028.947,113032.436
9/9/2025,112312.8,113028.947
9/10/2025,112385.307,112312.8
9/11/2025,114446.243,112385.307
9/12/2025,113454.265,114446.243
9/15/2025,114066.1,113454.265
9/16/2025,113848.803,114066.1
9/17/2025,113391.723,113848.803
9/18/2025,114479.151,113391.723
9/19/2025,114804.304,114479.151
9/22/2025,115151.705,114804.304
9/23/2025,115463.756,115151.705
9/24/2025,114769.248,115463.756
9/25/2025,113955.869,114769.248
9/26/2025,114970.04,113955.869
9/29/2025,115776.884,114970.04
9/30/2025,116094.047,115776.884
10/1/2025,117668.976,116094.047
10/2/2025,118050.268,117668.976
10/3/2025,118243.638,118050.268
10/6/2025,118269.291,118243.638
10/7/2025,117251.091,118269.291
10/8/2025,118101.259,117251.091
10/9/2025,117172.21,118101.259
10/10/2025,113658.597,117172.21
10/13/2025,115662.945,113658.597
10/14/2025,115205.636,115662.945
10/15/2025,117187.188,115205.636
10/16/2025,116733.562,117187.188
10/17/2025,116354.569,116733.562
10/20/2025,117654.247,116354.569
10/21/2025,117110.563,117654.247
10/22/2025,116017.787,117110.563
10/23/2025,117512.111,116017.787
10/24/2025,119159.098,117512.111
10/27/2025,120184.311,119159.098
10/28/2025,119372.076,120184.311
10/29/2025,120256.895,119372.076
10/30/2025,119303.033,120256.895
10/31/2025,119389.158,119303.033
11/3/2025,120087.49,119389.158
11/4/2025,117910.297,120087.49
11/5/2025,119884.759,117910.297
11/6/2025,118874.068,119884.759
11/7/2025,119341.986,118874.068
11/10/2025,121104.133,119341.986
11/11/2025,121375.773,121104.133
11/12/2025,121524.196,121375.773
11/13/2025,119455.893,121524.196
11/14/2025,118799.501,119455.893
11/17/2025,118268.116,118799.501
11/18/2025,117964.712,118268.116
11/19/2025,117492.852,117964.712
11/20/2025,116086.867,117492.852
11/21/2025,117836.456,116086.867
11/24/2025,118936.559,117836.456
11/25/2025,121119.135,118936.559
11/26/2025,121276.676,121119.135
11/28/2025,121593.43,121276.676
12/1/2025,120419.524,121593.43
12/2/2025,120116.305,120419.524
12/03/2025,120708.801,120116.305
12/04/2025,120600.135,120708.801
12/05/2025,121145.718,120600.135
12/08/2025,120385.648,121145.718
12/09/2025,120237.014,120385.648
12/10/2025,122736.105,120237.014
12/11/2025,123524.458,122736.105
