Date,Total_Value_At_Close,Cash_At_Open
7/15/2025,99373.721,99351.303
7/16/2025,99633.466,99373.721
7/17/2025,100536.055,99633.466
7/18/2025,100455.387,100536.055
7/21/2025,99308.77,100455.387
7/22/2025,99332.063,99308.77
7/23/2025,101061.93,99332.063
7/24/2025,101007.471,101061.93
7/25/2025,101574.68,101007.471
7/28/2025,100959.343,101574.68
7/29/2025,101563.471,100959.343
7/30/2025,101335.873,101563.471
7/31/2025,100302.739,101335.873
8/1/2025,98390.215,100302.739
8/4/2025,99444.564,98390.215
8/5/2025,99036.214,99444.564
8/6/2025,97831.959,99036.214
8/7/2025,98500.997,97831.959
8/8/2025,99103.965,98500.997
8/11/2025,98144.445,99103.965
8/12/2025,98948.936,98144.445
8/13/2025,100445.845,98948.936
8/14/2025,99660.456,100445.845
8/15/2025,99552.49,99660.456
8/18/2025,101096.297,99552.49
8/19/2025,101598.029,101096.297
8/20/2025,101819.045,101598.029
8/21/2025,101729.025,101819.045
8/22/2025,101760.012,101729.025
8/25/2025,101211.418,101760.012
8/26/2025,100998.69,101211.418
8/27/2025,101232.027,100998.69
8/28/2025,101098.22,101232.027
8/29/2025,100497.318,101098.22
9/2/2025,101493.346,100497.318
9/3/2025,102031.186,101493.346
9/4/2025,102883.446,102031.186
9/5/2025,104275.163,102883.446
9/8/2025,104343.066,104275.163
9/9/2025,102374.229,104343.066
9/10/2025,100141.692,102374.229
9/11/2025,101271.939,100141.692
9/12/2025,101867.551,101271.939
9/15/2025,104758.441,101867.551
9/16/2025,104980.426,104758.441
9/17/2025,104308.931,104980.426
9/18/2025,104646.269,104308.931
9/19/2025,104747.933,104646.269
9/22/2025,103668.279,104747.933
9/23/2025,104190.448,103668.279
9/24/2025,102675.693,104190.448
9/25/2025,102167.49,102675.693
9/26/2025,103961.855,102167.49
9/29/2025,103649.312,103961.855
9/30/2025,104897.177,103649.312
10/1/2025,105736.598,104897.177
10/2/2025,105826.979,105736.598
10/3/2025,105413.777,105826.979
10/6/2025,105009.538,105413.777
10/7/2025,106767.988,105009.538
10/8/2025,107591.778,106767.988
10/9/2025,106583.634,107591.778
10/10/2025,103562.071,106583.634
10/13/2025,105558.54,103562.071
10/14/2025,105929.946,105558.54
10/15/2025,108101.574,105929.946
10/16/2025,108740.685,108101.574
10/17/2025,109469.291,108740.685
10/20/2025,108494.913,109469.291
10/21/2025,108508.48,108494.913
10/22/2025,107433.304,108508.48
10/23/2025,109228.919,107433.304
10/24/2025,111762.37,109228.919
10/27/2025,111938.855,111762.37
10/28/2025,110894.859,111938.855
10/29/2025,109166.472,110894.859
10/30/2025,105702.422,109166.472
10/31/2025,104748.052,105702.422
11/3/2025,106767.232,104748.052
11/4/2025,103723.246,106767.232
11/5/2025,105435.38,103723.246
11/6/2025,105226.682,105435.38
11/7/2025,105345.703,105226.682
11/10/2025,105656.892,105345.703
11/11/2025,105738.991,105656.892
11/12/2025,106013.978,105738.991
11/13/2025,104408.871,106013.978
11/14/2025,103769.647,104408.871
11/17/2025,103676.47,103769.647
11/18/2025,103345.46,103676.47
11/19/2025,103184.357,103345.46
11/20/2025,101869.488,103184.357
11/21/2025,102754.967,101869.488
11/24/2025,104024.891,102754.967
11/25/2025,105069.885,104024.891
11/26/2025,104685.728,105069.885
11/28/2025,105184.312,104685.728
12/1/2025,103674.435,105184.312
12/2/2025,102799.861,103674.435
12/3/2025,103436.35,102799.861
12/4/2025,104445.659,103436.35
12/5/2025,104795.285,104445.659
12/8/2025,103286.74,104795.285
12/9/2025,102559.751,103286.74
12/10/2025,104119.263,102559.751
12/11/2025,104274.032,104119.263
12/12/2025,103006.87,104274.032
12/15/2025,102089.361,103006.87
12/16/2025,100619.858,102089.361
12/17/2025,100520.895,100619.858
12/18/2025,99788.431,100520.895
12/19/2025,99829.832,99788.431
12/22/2025,100721.13,99829.832
12/23/2025,100311.946,100721.13
12/24/2025,100817.528,100311.946
12/26/2025,101427.123,100817.528
12/29/2025,100712.859,101427.123
12/30/2025,99642.942,100712.859
12/31/2025,99006.461,99642.942
1/2/2026,99800.568,99006.461
1/5/2026,101960.456,99800.568
1/6/2026,103550.624,101960.456
1/7/2026,101967.474,103550.624
1/8/2026,104645.404,101967.474
1/9/2026,104307.163,104645.404
1/12/2026,103941.007,104307.163
1/13/2026,103758.068,103941.007
1/14/2026,102097.701,103758.068
1/15/2026,102682.864,102097.701
1/16/2026,102305.801,102682.864
1/20/2026,101371.64,102305.801
1/21/2026,106464.641,101371.64
1/22/2026,107194.825,106464.641
1/23/2026,106811.571,107194.825
1/26/2026,105103.665,106811.571
1/27/2026,107338.561,105103.665
1/28/2026,107655.498,107338.561
1/29/2026,109509.988,107655.498
1/30/2026,108585.717,109509.988
2/2/2026,108250.156,108585.717
2/3/2026,109802.524,108250.156
2/4/2026,107981.721,109802.524
2/5/2026,109233.305,107981.721
2/6/2026,111455.337,109233.305
2/9/2026,112226.222,111455.337
2/10/2026,113049.27,112226.222
2/11/2026,112795.914,113049.27
2/12/2026,111461.369,112795.914
2/13/2026,110860.095,111461.369
2/17/2026,110153.794,110860.095
2/18/2026,110077.003,110153.794
2/19/2026,111303.698,110077.003
2/20/2026,109282.04,111303.698
2/23/2026,109424.805,109282.04
2/24/2026,110176.914,109424.805
2/25/2026,109541.192,110176.914
2/26/2026,110907.872,109541.192
2/27/2026,112320.161,110907.872
3/2/2026,112040.934,112320.161
3/3/2026,111641.817,112040.934
3/4/2026,111609.455,111641.817
3/5/2026,110335.581,111609.455
3/6/2026,110501.5,110335.581
3/9/2026,109633.584,110501.5
3/10/2026,108541.095,109633.584
3/11/2026,110665.37,108541.095
3/12/2026,111020.973,110665.37
3/13/2026,111104.202,111020.973
3/16/2026,111329.227,111104.202
3/17/2026,110459.745,111329.227
3/18/2026,110085.134,110459.745
3/19/2026,111281.017,110085.134
3/20/2026,112296,111281.017
3/23/2026,112684.149,112296
3/24/2026,115075.767,112684.149
3/25/2026,115574.757,115075.767
3/26/2026,118803.132,115574.757
3/27/2026,121144.657,118803.132
3/30/2026,120237.956,121144.657
3/31/2026,117480.188,120237.956
4/1/2026,114382.485,117480.188
4/2/2026,115423.801,114382.485
4/6/2026,116076.827,115423.801
4/7/2026,116700.891,116076.827
4/8/2026,112406.84,116700.891
4/9/2026,111658.835,112406.84
4/10/2026,111183.311,111658.835
4/13/2026,112433.159,111183.311
4/14/2026,112884.313,112433.159
4/15/2026,113661.072,112884.313
4/16/2026,113829.794,113661.072
4/17/2026,110303.85,113829.794
4/20/2026,110055.832,110303.85
4/21/2026,110278.621,110055.832
4/22/2026,111634.881,110278.621
4/23/2026,110312.254,111634.881
4/24/2026,111639.282,110312.254
4/27/2026,111274.924,111639.282
4/28/2026,112233.52,111274.924
4/29/2026,111301.817,112233.52
4/30/2026,112672.196,111301.817
5/1/2026,111665.652,112672.196
5/4/2026,110734.057,111665.652
5/5/2026,113261.261,110734.057
5/6/2026,114455.099,113261.261
5/7/2026,112673.903,114455.099
5/8/2026,114024.53,112673.903
5/11/2026,112307.157,114024.53
5/12/2026,112268.209,112307.157
5/13/2026,113632.416,112268.209
5/14/2026,113202.786,113632.416
5/15/2026,111237.054,113202.786
5/18/2026,109933.693,111237.054
5/19/2026,109165.144,109933.693
5/20/2026,111394.217,109165.144
5/21/2026,112659.205,111394.217
5/22/2026,112283.759,112659.205
5/26/2026,110868.201,112283.759
5/27/2026,111188.66,110868.201
5/28/2026,111869.522,111188.66
5/29/2026,112396.112,111869.522
6/1/2026,115149.312,112396.112
6/2/2026,120138.971,115149.312
6/3/2026,117691.432,120138.971
6/4/2026,119385.315,117691.432
6/5/2026,115319.888,119385.315
6/8/2026,116111.234,115319.888
6/9/2026,115063.044,116111.234
6/10/2026,113532.922,115063.044
6/11/2026,115456.163,113532.922
6/12/2026,115874.835,115456.163
6/15/2026,114643.887,115874.835
6/16/2026,115362.092,114643.887
6/17/2026,114918.258,115362.092
6/18/2026,114507.647,114918.258
6/22/2026,114331.458,114507.647
6/23/2026,114639.169,114331.458
6/24/2026,114543.145,114639.169
6/25/2026,114572.387,114543.145
6/26/2026,115667.699,114572.387
6/29/2026,116904.127,115667.699
6/30/2026,114876.279,116904.127
7/1/2026,113985.589,114876.279
7/2/2026,108737.004,113985.589
7/6/2026,107693.89,108737.004
7/7/2026,109051.849,107693.89
7/8/2026,106433.733,109051.849
7/9/2026,104660.004,106433.733
7/10/2026,104506.001,104660.004
7/13/2026,104770.821,104506.001
7/14/2026,104479.971,104770.821
7/15/2026,98469.8,104479.971
7/16/2026,99243.498,98469.8
7/17/2026,101225.701,99243.498
7/20/2026,100676.478,101225.701
7/21/2026,101290.561,100676.478
7/22/2026,101238.677,101290.561
7/23/2026,100605.653,101238.677
7/24/2026,102703.38,100605.653
7/27/2026,102515.709,102703.38
7/28/2026,101996.551,102515.709
07/29/2026,100797.631,101996.551
07/30/2026,99946.082,100797.631
07/31/2026,99556.235,99946.082
08/03/2026,99819.519,99556.235
08/04/2026,100476.048,99819.519
08/05/2026,101212.825,100476.048
08/06/2026,101839.019,101212.825
08/07/2026,100331.746,101839.019
08/10/2026,99475.328,100331.746
08/11/2026,99974.294,99475.328
08/12/2026,99279.69,99974.294
08/13/2026,99747.344,99279.69
